item_id,order_id,product_id,quantity,unit_price,discount_percent
I0007279,O002489,P0185,2,1243.78,41.77
I0007280,O002489,P0166,2,1070.76,3.95
I0007281,O002489,P0046,5,81081.97,4.3
I0007282,O002489,P0101,4,140026.78,0.34
I0007283,O002489,P0417,3,2595.68,45.82
I0007284,O002490,P0373,5,4809.47,26.42
I0007285,O002490,P0409,1,1182.19,0.77
I0007286,O002490,P0085,1,63278.55,41.91
I0007287,O002490,P0374,2,7559.04,27.38
I0007288,O002491,P0355,3,22442.0,36.33
I0007289,O002492,P0170,3,3898.94,45.99
I0007290,O002492,P0276,3,2649.69,4.93
I0007291,O002492,P0156,5,4132.8,45.61
I0007292,O002493,P0109,5,208847.95,5.94
I0007293,O002493,P0098,2,133720.74,0.75
I0007294,O002493,P0176,5,2039.3,26.11
I0007295,O002494,P0416,1,2184.84,34.18
I0007296,O002494,P0034,5,40646.02,28.7
I0007297,O002494,P0370,5,11078.82,48.9
I0007298,O002494,P0266,4,33394.15,25.12
I0007299,O002494,P0418,4,2153.89,22.8
I0007300,O002495,P0312,4,32389.54,34.59
I0007301,O002495,P0091,-5,144606.15,15.91
I0007302,O002495,P0320,4,24792.53,36.55
I0007303,O002495,P0010,4,98594.63,28.3
I0007304,O002495,P0260,3,6317.91,4.67
I0007305,O002496,P0173,2,9122.0,46.97
I0007306,O002496,P0415,3,2441.49,37.17
I0007307,O002496,P0329,3,26436.26,49.75
I0007308,O002496,P0159,2,945.98,0.15
I0007309,O002497,P0173,2,10097.79,16.68
I0007310,O002497,P0386,4,4092.72,2.76
I0007311,O002498,P0310,1,20118.6,33.11
I0007312,O002498,P0041,1,104935.49,38.65
I0007313,O002498,P0123,3,119439.18,24.6
I0007314,O002498,P0237,-4,12216.05,44.48
I0007315,O002498,P0026,5,125730.39,5.59
I0007316,O002499,P0410,3,1980.47,39.38
I0007317,O002499,P0099,1,104899.12,20.88
I0007318,O002500,P0376,5,2254.21,44.52
I0007319,O002500,P0431,2,2277.43,43.73
I0007320,O002501,P0173,-1,9987.42,35.79
I0007321,O002501,P0388,5,1373.55,44.52
I0007322,O002501,P0114,4,126973.73,43.32
I0007323,O002501,P0171,5,13946.96,7.49
I0007324,O002502,P0146,1,2363.09,23.68
I0007325,O002502,P0052,3,160243.76,44.96
I0007326,O002502,P0327,3,29210.71,41.77
I0007327,O002502,P0324,3,1002.76,40.33
I0007328,O002503,P0327,1,30900.64,9.67
I0007329,O002503,P0221,2,4409.75,20.6
I0007330,O002503,P0050,3,33588.98,2.73
I0007331,O002503,P0103,3,75623.73,44.97
I0007332,O002503,P0171,3,9375.56,49.13
I0007333,O002504,P0177,4,6966.35,33.93
I0007334,O002504,P0373,4,4443.44,42.3
I0007335,O002504,P0179,3,10547.79,7.49
I0007336,O002504,P0205,3,9708.06,38.54
I0007337,O002504,P0004,1,155427.48,17.3
I0007338,O002505,P0328,4,12321.21,30.05
I0007339,O002506,P0144,1,4384.99,29.14
I0007340,O002507,P0130,2,9155.83,46.49
I0007341,O002507,P0358,1,23289.7,11.96
I0007342,O002507,P0214,2,8496.59,40.04
I0007343,O002507,P0346,2,17272.42,6.7
I0007344,O002507,P0284,5,10386.58,39.27
I0007345,O002508,P0075,-2,104162.07,8.66
I0007346,O002508,P0196,2,7863.74,10.59
I0007347,O002508,P0335,5,14752.28,20.72
I0007348,O002508,P0012,5,62425.73,6.12
I0007349,O002508,P0158,5,7474.45,40.49
I0007350,O002509,P0225,2,1099.19,18.67
I0007351,O002509,P0039,3,182295.98,27.17
I0007352,O002510,P0044,3,164254.22,33.26
I0007353,O002510,P0397,1,1947.2,8.29
I0007354,O002510,P0490,5,1138.94,32.53
I0007355,O002510,P0019,3,64224.0,40.64
I0007356,O002510,P0345,1,31141.55,29.89
I0007357,O002511,P0314,2,28600.04,45.31
I0007358,O002511,P0010,2,97071.86,10.0
I0007359,O002512,P0254,3,34821.39,38.89
I0007360,O002512,P0443,5,1674.94,0.37
I0007361,O002512,P0157,3,3815.79,22.14
I0007362,O002513,P0225,3,1240.38,8.83
I0007363,O002513,P0027,2,22106.14,41.79
I0007364,O002513,P0386,5,3381.79,18.71
I0007365,O002513,P0446,5,3500.9,45.95
I0007366,O002514,P0357,5,18127.97,33.44
I0007367,O002514,P0095,1,90453.49,17.31
I0007368,O002515,P0418,1,2597.08,27.4
I0007369,O002515,P0194,4,7811.39,29.22
I0007370,O002515,P0087,2,72673.47,46.28
I0007371,O002515,P0307,-2,13402.32,27.48
I0007372,O002516,P0084,5,80934.08,49.91
I0007373,O002516,P0485,5,554.63,31.31
I0007374,O002516,P0116,1,159351.95,13.69
I0007375,O002516,P0245,2,1296.49,12.96
I0007376,O002516,P0398,5,1998.99,7.84
I0007377,O002517,P0165,2,11936.47,46.22
I0007378,O002518,P0449,5,3145.46,12.53
I0007379,O002518,P0119,2,102280.72,11.6
I0007380,O002518,P0153,2,3211.01,42.78
I0007381,O002519,P0193,1,3058.18,7.42
I0007382,O002519,P0288,-4,16199.88,49.94
I0007383,O002519,P0379,5,3091.72,47.77
I0007384,O002520,P0066,-1,94499.73,31.16
I0007385,O002520,P0002,4,101734.51,14.03
I0007386,O002520,P0241,1,4227.21,18.66
I0007387,O002520,P0493,5,1524.09,14.78
I0007388,O002521,P0041,2,118444.09,25.31
I0007389,O002522,P0226,4,4309.57,15.61
I0007390,O002522,P0310,2,25117.28,28.35
I0007391,O002522,P0240,3,5544.05,29.75
I0007392,O002522,P0343,3,23970.81,29.08
I0007393,O002522,P0209,4,12069.73,2.58
I0007394,O002523,P0173,2,10090.42,45.14
I0007395,O002523,P0469,5,1973.47,23.51
I0007396,O002523,P0206,2,6676.7,37.66
I0007397,O002524,P0338,3,22548.42,2.82
I0007398,O002525,P0204,3,1974.2,31.2
I0007399,O002525,P0259,4,6109.59,5.88
I0007400,O002525,P0021,2,54663.08,21.15
I0007401,O002525,P0442,5,1775.08,10.9
I0007402,O002525,P0360,4,729.6,38.23
I0007403,O002526,P0361,5,11113.31,13.57
I0007404,O002526,P0433,2,2303.17,48.27
I0007405,O002527,P0140,4,12688.99,42.94
I0007406,O002527,P0090,1,30696.81,17.32
I0007407,O002527,P0108,2,176418.6,39.52
I0007408,O002527,P0077,2,35548.95,12.83
I0007409,O002527,P0060,5,52791.24,14.18
I0007410,O002528,P0435,5,3800.63,35.08
I0007411,O002528,P0173,2,10725.06,9.53
I0007412,O002528,P0142,4,2130.9,8.42
I0007413,O002528,P0285,4,31373.26,41.8
I0007414,O002529,P0003,-3,70800.94,18.78
I0007415,O002529,P0329,1,18713.65,31.19
I0007416,O002529,P0430,3,3596.51,49.64
I0007417,O002529,P0485,5,668.18,27.02
I0007418,O002530,P0288,2,15259.07,42.11
I0007419,O002530,P0194,4,8428.17,12.8
I0007420,O002530,P0076,5,56211.24,23.11
I0007421,O002530,P0049,5,94161.14,49.53
I0007422,O002530,P0498,5,2111.11,0.36
I0007423,O002531,P0281,1,17799.72,31.41
I0007424,O002531,P0442,-2,2098.05,26.26
I0007425,O002532,P0174,5,9659.54,21.99
I0007426,O002533,P0217,2,1085.73,39.16
I0007427,O002533,P0223,1,3414.73,47.14
I0007428,O002533,P0137,3,2558.01,15.78
I0007429,O002534,P0411,3,2996.07,12.71
I0007430,O002534,P0077,-5,38862.95,49.32
I0007431,O002534,P0058,-3,78829.96,47.84
I0007432,O002534,P0260,3,7320.86,15.56
I0007433,O002534,P0095,5,98875.41,46.18
I0007434,O002535,P0122,1,143603.59,37.15
I0007435,O002535,P0365,4,11486.37,12.84
I0007436,O002535,P0015,3,131866.84,12.03
I0007437,O002535,P0146,3,2326.96,0.45
I0007438,O002535,P0155,3,1921.23,49.9
I0007439,O002536,P0044,4,120472.87,5.15
I0007440,O002536,P0292,2,6988.28,38.2
I0007441,O002536,P0398,4,2151.79,45.39
I0007442,O002536,P0218,2,10645.85,0.06
I0007443,O002536,P0081,4,57623.32,8.67
I0007444,O002537,P0273,2,7291.21,46.89
I0007445,O002538,P0045,1,35442.77,34.2
I0007446,O002539,P0185,2,1034.95,20.18
I0007447,O002539,P0068,5,111661.42,8.89
I0007448,O002540,P0224,2,10003.72,7.53
I0007449,O002540,P0445,3,935.99,46.73
I0007450,O002540,P0233,4,7255.85,23.34
I0007451,O002540,P0059,1,98808.31,30.58
I0007452,O002540,P0344,1,21155.53,4.8
I0007453,O002541,P0186,3,5753.39,41.17
I0007454,O002541,P0345,1,38647.4,37.67
I0007455,O002541,P0017,1,70227.37,9.52
I0007456,O002542,P0076,3,67214.97,17.09
I0007457,O002542,P0209,3,13162.95,36.84
I0007458,O002542,P0430,5,3048.04,17.19
I0007459,O002542,P0307,4,10244.9,24.28
I0007460,O002542,P0407,2,515.56,18.34
I0007461,O002543,P0407,1,476.5,14.63
I0007462,O002543,P0034,2,44193.73,22.51
I0007463,O002544,P0235,5,4253.5,37.18
I0007464,O002545,P0285,5,23346.62,40.59
I0007465,O002545,P0305,4,22214.56,31.72
I0007466,O002545,P0124,1,56999.96,46.01
I0007467,O002545,P0261,2,20143.81,30.63
I0007468,O002545,P0356,1,5904.35,13.12
I0007469,O002546,P0103,5,88126.71,4.45
I0007470,O002546,P0353,2,38447.51,10.53
I0007471,O002546,P0307,2,13504.82,38.94
I0007472,O002546,P0086,2,102304.32,36.89
I0007473,O002547,P0266,4,34018.79,21.79
I0007474,O002547,P0230,4,5890.85,15.59
I0007475,O002547,P0089,5,141451.32,8.21
I0007476,O002547,P0347,5,17491.61,38.13
I0007477,O002548,P0333,4,10385.57,33.95
I0007478,O002549,P0057,5,106189.33,39.45
I0007479,O002549,P0386,3,3749.25,39.26
I0007480,O002549,P0433,4,2318.12,36.76
I0007481,O002550,P0489,5,952.85,35.9
I0007482,O002550,P0274,4,13914.95,28.97
I0007483,O002550,P0022,3,106494.7,22.03
I0007484,O002550,P0288,3,13651.68,38.31
I0007485,O002550,P0177,2,6240.02,13.2
I0007486,O002551,P0238,2,2784.92,20.66
I0007487,O002551,P0288,4,18462.73,10.89
I0007488,O002551,P0446,5,3636.59,1.32
I0007489,O002551,P0166,5,801.57,20.02
I0007490,O002552,P0498,2,2074.01,41.16
I0007491,O002552,P0033,5,61676.88,45.91
I0007492,O002552,P0271,-3,11780.18,25.02
I0007493,O002552,P0129,5,7256.13,0.55
I0007494,O002552,P0382,1,1263.57,4.7
I0007495,O002553,P0462,1,2386.67,37.68
I0007496,O002553,P0115,2,166298.88,8.86
I0007497,O002554,P0309,3,16709.93,10.18
I0007498,O002555,P0500,3,1687.51,32.77
I0007499,O002555,P0481,2,3198.55,34.34
I0007500,O002555,P0388,5,1592.49,27.99
I0007501,O002556,P0325,5,32037.64,9.27
I0007502,O002557,P0131,4,3416.48,27.37
I0007503,O002558,P0452,4,1658.2,42.62
I0007504,O002558,P0454,5,2776.36,33.29
I0007505,O002558,P0167,5,9221.38,5.76
I0007506,O002558,P0129,1,7289.17,9.45
I0007507,O002558,P0221,1,4388.13,34.23
I0007508,O002559,P0101,4,135283.51,31.49
I0007509,O002559,P0421,3,3170.38,3.7
I0007510,O002559,P0117,3,36011.17,47.77
I0007511,O002560,P0407,3,526.01,0.04
I0007512,O002560,P0038,4,60936.99,39.92
I0007513,O002560,P0104,1,117501.6,10.43
I0007514,O002560,P0357,4,14263.66,49.27
I0007515,O002560,P0365,5,13763.02,9.97
I0007516,O002561,P0087,5,64920.67,20.0
I0007517,O002561,P0412,3,2181.19,36.19
I0007518,O002561,P0301,5,38568.99,36.71
I0007519,O002561,P0390,1,2781.36,37.34
I0007520,O002561,P0040,4,45766.59,47.32
I0007521,O002562,P0495,1,3871.31,44.33
I0007522,O002562,P0499,3,638.46,14.69
I0007523,O002563,P0311,3,35495.07,46.92
I0007524,O002564,P0172,3,6784.06,38.39
I0007525,O002564,P0015,4,100444.61,33.99
I0007526,O002564,P0279,5,1909.32,37.97
I0007527,O002564,P0006,1,188348.78,30.49
I0007528,O002564,P0170,2,3274.74,32.29
I0007529,O002565,P0036,4,108905.76,11.49
I0007530,O002565,P0133,5,2107.38,15.49
I0007531,O002565,P0367,5,23104.91,15.72
I0007532,O002566,P0229,3,7186.85,38.93
I0007533,O002566,P0362,3,13127.63,38.17
I0007534,O002566,P0018,4,126937.25,10.3
I0007535,O002566,P0191,4,1401.28,19.85
I0007536,O002567,P0059,3,112323.26,21.51
I0007537,O002567,P0407,4,569.81,15.73
I0007538,O002568,P0058,5,73768.68,39.25
I0007539,O002568,P0006,5,132406.39,3.83
I0007540,O002569,P0305,5,24175.42,23.75
I0007541,O002569,P0197,4,1054.88,40.56
I0007542,O002569,P0080,2,39736.0,9.3
I0007543,O002570,P0128,1,4223.61,9.02
I0007544,O002570,P0103,5,76841.85,13.46
I0007545,O002570,P0419,2,2373.17,16.5
I0007546,O002570,P0387,2,762.81,3.04
I0007547,O002570,P0448,2,557.21,31.46
I0007548,O002571,P0105,2,85234.77,39.18
I0007549,O002571,P0003,2,91045.14,26.16
I0007550,O002571,P0258,4,8899.02,20.51
I0007551,O002571,P0153,2,3743.52,37.75
I0007552,O002572,P0496,5,2282.22,35.02
I0007553,O002572,P0293,5,6370.8,27.86
I0007554,O002573,P0260,3,6355.42,34.23
I0007555,O002573,P0182,3,1350.5,2.76
I0007556,O002573,P0043,3,107539.15,11.72
I0007557,O002573,P0491,4,2220.3,44.7
I0007558,O002573,P0049,1,106591.13,44.79
I0007559,O002574,P0167,2,11588.66,21.06
I0007560,O002575,P0449,5,2504.46,8.5
I0007561,O002576,P0314,2,32997.83,11.28
I0007562,O002576,P0025,3,67344.74,38.46
I0007563,O002577,P0339,5,24936.51,46.88
I0007564,O002577,P0407,2,484.02,34.29
I0007565,O002577,P0021,2,51531.03,36.36
I0007566,O002577,P0213,4,2111.14,5.97
I0007567,O002577,P0295,5,10406.07,25.42
I0007568,O002578,P0191,3,1635.82,8.93
I0007569,O002578,P0036,3,95444.91,15.1
I0007570,O002578,P0100,4,76620.27,35.72
I0007571,O002578,P0082,3,203304.97,45.92
I0007572,O002579,P0098,4,113701.18,12.65
I0007573,O002579,P0148,3,8642.25,39.16
I0007574,O002579,P0260,4,7879.26,7.25
I0007575,O002579,P0081,1,56265.53,49.5
I0007576,O002579,P0272,4,2138.89,39.09
I0007577,O002580,P0371,3,36435.54,24.33
I0007578,O002580,P0381,1,2387.83,15.86
I0007579,O002580,P0251,2,11046.11,11.12
I0007580,O002580,P0442,2,2371.74,48.32
I0007581,O002580,P0416,2,2475.95,49.6
I0007582,O002581,P0232,1,8407.91,46.96
I0007583,O002581,P0479,5,3177.37,45.07
I0007584,O002581,P0262,4,8120.41,13.99
I0007585,O002581,P0054,1,103561.47,17.66
I0007586,O002582,P0206,2,5589.17,36.35
I0007587,O002582,P0433,1,2031.7,31.9
I0007588,O002582,P0199,3,4892.74,43.62
I0007589,O002582,P0073,4,144468.35,44.5
I0007590,O002583,P0050,1,35826.93,24.58
I0007591,O002583,P0469,5,1516.94,8.29
I0007592,O002583,P0188,3,5597.18,6.78
I0007593,O002583,P0408,1,2612.67,10.72
I0007594,O002584,P0340,5,24324.38,42.01
I0007595,O002584,P0217,5,1291.45,9.52
I0007596,O002585,P0410,3,2098.28,42.91
I0007597,O002586,P0390,2,2762.44,6.66
I0007598,O002586,P0247,4,10301.6,7.16
I0007599,O002587,P0408,4,2959.42,21.44
I0007600,O002588,P0062,3,97963.5,23.38
I0007601,O002588,P0162,4,4083.94,37.49
I0007602,O002588,P0313,3,2875.74,3.21
I0007603,O002588,P0200,5,9647.77,17.15
I0007604,O002588,P0094,2,61643.84,16.15
I0007605,O002589,P0230,5,7009.07,0.83
I0007606,O002589,P0234,2,6338.92,48.81
I0007607,O002589,P0378,2,3514.99,18.62
I0007608,O002590,P0211,1,4627.33,11.08
I0007609,O002590,P0014,1,158761.64,43.18
I0007610,O002591,P0386,4,3818.4,35.02
I0007611,O002591,P0324,-4,942.89,46.24
I0007612,O002591,P0325,4,28145.86,45.32
I0007613,O002591,P0238,3,3811.81,30.69
I0007614,O002592,P0136,4,4158.16,20.03
I0007615,O002593,P0427,2,2453.92,45.7
I0007616,O002593,P0243,5,1959.15,0.64
I0007617,O002593,P0154,1,9161.65,27.02
I0007618,O002594,P0329,5,24409.41,10.39
I0007619,O002594,P0335,2,12833.38,25.76
I0007620,O002594,P0139,5,979.82,7.5
I0007621,O002594,P0328,4,10707.3,14.55
I0007622,O002594,P0351,3,36160.78,36.32
I0007623,O002595,P0387,3,801.96,36.44
I0007624,O002595,P0164,4,4554.12,15.59
I0007625,O002595,P0368,4,22941.87,22.47
I0007626,O002596,P0056,4,39262.96,8.27
I0007627,O002596,P0136,4,4257.04,6.55
I0007628,O002596,P0176,5,2605.24,10.22
I0007629,O002596,P0059,1,113384.91,38.57
I0007630,O002597,P0273,2,7605.02,35.73
I0007631,O002597,P0448,5,471.32,3.75
I0007632,O002597,P0445,2,826.98,8.52
I0007633,O002597,P0485,3,643.99,30.39
I0007634,O002598,P0003,2,83677.54,1.4
I0007635,O002598,P0396,1,2662.51,34.86
I0007636,O002598,P0417,1,2838.78,2.33
I0007637,O002598,P0295,1,12502.45,32.49
I0007638,O002598,P0091,2,145194.79,19.87
I0007639,O002599,P0390,5,2143.55,30.47
I0007640,O002599,P0058,4,60609.33,20.79
I0007641,O002600,P0246,5,7350.8,4.98
I0007642,O002600,P0315,3,26067.74,7.67
I0007643,O002600,P0082,5,158820.62,31.08
I0007644,O002600,P0372,4,2814.61,16.8
I0007645,O002601,P0275,2,16928.81,43.95
I0007646,O002601,P0110,1,123227.25,8.73
I0007647,O002601,P0062,4,117516.62,30.86
I0007648,O002601,P0376,2,3250.07,16.98
I0007649,O002601,P0135,3,3724.49,16.82
I0007650,O002602,P0117,3,41372.58,28.5
I0007651,O002602,P0325,3,31693.25,12.36
I0007652,O002602,P0202,1,1152.92,6.63
I0007653,O002603,P0209,2,13455.28,15.97
I0007654,O002603,P0274,1,16065.64,20.03
I0007655,O002603,P0477,2,3173.43,46.1
I0007656,O002603,P0002,1,114556.8,42.83
I0007657,O002603,P0023,1,140982.74,6.81
I0007658,O002604,P0403,3,2977.63,35.89
I0007659,O002604,P0336,5,1984.78,18.1
I0007660,O002604,P0083,-3,44339.44,37.37
I0007661,O002605,P0297,4,15010.85,41.87
I0007662,O002605,P0439,2,1574.05,4.1
I0007663,O002605,P0398,4,2807.02,49.6
I0007664,O002606,P0057,1,124024.56,39.7
I0007665,O002606,P0149,3,1874.71,5.25
I0007666,O002606,P0299,3,5156.3,8.02
I0007667,O002606,P0452,1,1448.49,33.67
I0007668,O002607,P0426,2,2403.08,26.77
I0007669,O002608,P0492,5,826.86,20.96
I0007670,O002608,P0228,1,3633.32,5.24
I0007671,O002608,P0484,5,897.04,27.68
I0007672,O002608,P0146,3,2426.97,9.71
I0007673,O002608,P0398,2,2575.2,49.71
I0007674,O002609,P0071,1,84396.61,17.09
I0007675,O002609,P0454,3,3185.74,9.54
I0007676,O002609,P0185,5,1425.67,14.18
I0007677,O002609,P0057,2,132992.83,35.3
I0007678,O002610,P0017,1,64695.43,47.2
I0007679,O002611,P0269,4,3599.09,1.33
I0007680,O002611,P0356,5,5281.14,40.82
I0007681,O002612,P0005,5,35051.35,11.94
I0007682,O002612,P0339,3,30969.26,10.53
I0007683,O002612,P0111,5,111487.73,11.34
I0007684,O002613,P0447,2,3182.87,40.34
I0007685,O002613,P0235,4,3830.14,25.0
I0007686,O002613,P0417,4,3500.32,1.75
I0007687,O002613,P0387,-1,809.88,46.64
I0007688,O002613,P0314,1,29166.72,8.39
I0007689,O002614,P0086,3,102764.82,29.02
I0007690,O002614,P0453,1,498.13,47.67
I0007691,O002614,P0081,4,45692.38,7.39
I0007692,O002615,P0180,2,3743.49,49.34
I0007693,O002615,P0208,2,3665.4,29.62
I0007694,O002615,P0054,4,107651.19,18.8
I0007695,O002616,P0483,1,1917.15,45.33
I0007696,O002617,P0234,-3,6523.82,42.82
I0007697,O002617,P0186,2,4131.64,10.25
I0007698,O002617,P0330,1,41400.57,11.31
I0007699,O002617,P0377,5,1826.77,41.85
I0007700,O002618,P0222,5,10665.21,19.23
I0007701,O002618,P0313,5,3691.06,9.48
I0007702,O002618,P0336,4,1940.37,47.66
I0007703,O002619,P0308,3,4108.04,33.32
I0007704,O002619,P0190,1,2287.59,30.01
I0007705,O002620,P0130,2,9057.04,18.27
I0007706,O002620,P0145,1,8917.46,18.24
I0007707,O002620,P0078,5,87808.49,39.58
I0007708,O002621,P0067,-1,56904.22,38.06
I0007709,O002621,P0010,5,84165.05,31.58
I0007710,O002622,P0271,1,12681.09,24.26
I0007711,O002623,P0146,2,2639.11,35.38
I0007712,O002623,P0137,5,1901.57,8.27
I0007713,O002623,P0075,1,135862.08,40.34
I0007714,O002624,P0254,2,32021.87,40.42
I0007715,O002624,P0445,4,981.61,23.28
I0007716,O002624,P0307,1,10965.43,25.82
I0007717,O002624,P0116,4,127430.98,37.94
I0007718,O002624,P0484,2,815.39,28.79
I0007719,O002625,P0440,-4,3401.14,9.77
I0007720,O002625,P0224,1,10698.88,6.49
I0007721,O002625,P0169,2,1584.69,10.66
I0007722,O002625,P0133,2,1963.09,10.8
I0007723,O002626,P0165,5,10272.83,37.33
I0007724,O002626,P0124,2,60769.83,0.14
I0007725,O002626,P0059,3,108568.65,21.2
I0007726,O002627,P0063,5,117836.61,10.6
I0007727,O002628,P0005,1,25023.02,26.97
I0007728,O002628,P0144,5,4693.98,41.0
I0007729,O002629,P0251,3,11329.78,16.37
I0007730,O002629,P0366,3,6405.11,42.48
I0007731,O002629,P0407,4,525.98,16.78
I0007732,O002629,P0190,4,3195.05,15.59
I0007733,O002629,P0137,2,2214.1,17.06
I0007734,O002630,P0492,2,740.71,21.22
I0007735,O002630,P0116,1,164457.66,8.73
I0007736,O002631,P0238,3,3461.23,31.14
I0007737,O002631,P0415,1,2499.64,29.48
I0007738,O002632,P0082,3,190944.51,10.01
I0007739,O002632,P0281,3,21544.27,32.51
I0007740,O002632,P0416,2,2521.97,47.72
I0007741,O002633,P0207,4,12009.58,29.34
I0007742,O002633,P0287,1,9609.57,27.71
I0007743,O002633,P0255,4,11891.76,12.24
I0007744,O002634,P0321,5,2791.72,20.41
I0007745,O002634,P0270,4,29022.59,23.0
I0007746,O002635,P0262,1,7776.08,29.76
I0007747,O002636,P0362,3,12518.96,3.21
I0007748,O002637,P0116,5,120408.46,37.92
I0007749,O002637,P0238,2,3131.66,3.01
I0007750,O002637,P0377,1,2418.0,3.46
I0007751,O002637,P0235,1,4802.77,24.07
I0007752,O002638,P0002,5,102072.76,22.38
I0007753,O002639,P0285,2,33506.91,18.27
I0007754,O002639,P0216,2,5693.5,40.59
I0007755,O002639,P0276,2,2583.08,28.18
I0007756,O002639,P0409,1,1581.19,47.76
I0007757,O002640,P0002,2,91823.17,3.56
I0007758,O002640,P0020,4,103839.59,43.58
I0007759,O002640,P0253,1,26684.8,46.98
I0007760,O002640,P0203,2,5791.04,15.05
I0007761,O002641,P0062,-4,115783.63,29.01
I0007762,O002641,P0031,2,54353.12,17.89
I0007763,O002641,P0003,1,76255.61,0.32
I0007764,O002642,P0372,3,2571.41,5.53
I0007765,O002642,P0029,1,36726.78,46.76
I0007766,O002642,P0232,2,8844.76,32.5
I0007767,O002642,P0217,4,1223.3,40.92
I0007768,O002642,P0418,4,2582.88,36.47
I0007769,O002643,P0107,4,77404.5,6.48
I0007770,O002643,P0327,5,31065.93,21.69
I0007771,O002643,P0428,4,3136.52,29.53
I0007772,O002643,P0480,3,1357.64,44.44
I0007773,O002644,P0293,5,5206.08,36.19
I0007774,O002645,P0450,3,1475.06,11.45
I0007775,O002645,P0322,2,34678.35,28.28
I0007776,O002645,P0107,4,66613.9,26.08
I0007777,O002645,P0014,5,167152.87,48.12
I0007778,O002646,P0415,1,3624.33,22.36
I0007779,O002646,P0178,4,8801.21,28.96
I0007780,O002646,P0408,2,2931.29,43.72
I0007781,O002647,P0449,2,3202.19,42.46
I0007782,O002647,P0458,2,1916.7,1.68
I0007783,O002647,P0181,-3,6717.34,33.09
I0007784,O002648,P0128,3,5722.23,10.51
I0007785,O002648,P0363,1,30269.01,15.69
I0007786,O002648,P0274,4,13885.16,18.88
I0007787,O002648,P0300,5,38291.25,20.35
I0007788,O002648,P0340,3,32326.5,46.01
I0007789,O002649,P0022,3,97257.82,16.04
I0007790,O002649,P0284,2,10421.64,9.49
I0007791,O002650,P0072,4,124677.78,12.19
I0007792,O002651,P0454,5,3310.34,23.22
I0007793,O002651,P0483,1,1863.46,12.96
I0007794,O002651,P0192,5,5184.41,46.6
I0007795,O002651,P0014,3,196051.87,21.43
I0007796,O002652,P0129,3,9035.62,22.9
I0007797,O002652,P0401,2,1107.14,12.41
I0007798,O002652,P0108,3,194590.15,10.81
I0007799,O002652,P0073,3,159061.35,42.29
I0007800,O002653,P0205,3,8124.68,28.38
I0007801,O002653,P0170,4,4242.51,18.2
I0007802,O002653,P0174,4,10140.18,45.77
I0007803,O002653,P0156,2,5497.59,12.91
I0007804,O002653,P0468,3,3532.03,42.17
I0007805,O002654,P0174,5,11033.58,10.66
I0007806,O002654,P0097,3,85170.17,30.66
I0007807,O002654,P0479,5,2413.95,36.68
I0007808,O002655,P0018,5,127226.11,45.84
I0007809,O002655,P0073,2,168112.09,26.59
I0007810,O002655,P0133,1,1620.4,41.86
I0007811,O002655,P0267,5,8656.47,30.14
I0007812,O002656,P0078,2,109056.49,23.12
I0007813,O002656,P0027,1,22143.0,28.88
I0007814,O002656,P0130,5,10704.1,29.15
I0007815,O002657,P0271,3,10956.64,6.55
I0007816,O002657,P0413,4,3385.03,4.09
I0007817,O002657,P0327,2,32351.55,16.45
I0007818,O002657,P0143,5,9138.02,10.93
I0007819,O002658,P0460,5,1262.04,1.48
I0007820,O002659,P0058,3,72704.68,28.75
I0007821,O002659,P0361,4,11732.32,43.59
I0007822,O002659,P0367,1,22556.66,3.56
I0007823,O002659,P0482,5,3370.05,2.64
I0007824,O002659,P0084,2,87482.55,34.36
I0007825,O002660,P0190,5,3157.59,28.42
I0007826,O002660,P0225,5,1336.98,45.53
I0007827,O002661,P0003,2,74902.08,28.47
I0007828,O002662,P0107,2,68915.41,35.6
I0007829,O002662,P0432,2,611.73,42.31
I0007830,O002663,P0160,5,6475.64,18.69
I0007831,O002663,P0137,3,2630.98,36.92
I0007832,O002664,P0157,3,2892.54,21.73
I0007833,O002664,P0217,4,1123.39,38.05
I0007834,O002664,P0078,4,104080.2,30.17
I0007835,O002664,P0130,2,8940.89,22.53
I0007836,O002664,P0096,3,57396.5,2.06
I0007837,O002665,P0481,5,3285.1,19.85
I0007838,O002665,P0488,1,1809.47,43.95
I0007839,O002666,P0126,4,8709.23,21.67
I0007840,O002666,P0254,5,23990.88,14.24
I0007841,O002667,P0235,3,3853.46,19.27
I0007842,O002667,P0148,2,10185.04,27.59
I0007843,O002667,P0269,1,3642.38,39.81
I0007844,O002667,P0352,2,6524.62,2.91
I0007845,O002668,P0471,3,1641.08,46.91
I0007846,O002669,P0144,4,3930.79,0.34
I0007847,O002669,P0455,2,2970.09,34.01
I0007848,O002669,P0060,2,51253.03,3.4
I0007849,O002669,P0115,2,158702.34,16.05
I0007850,O002670,P0167,5,13365.43,4.04
I0007851,O002670,P0428,2,3657.7,9.82
I0007852,O002670,P0352,4,8111.92,31.16
I0007853,O002671,P0175,2,1550.11,45.89
I0007854,O002671,P0027,4,27618.98,9.94
I0007855,O002672,P0011,4,88048.49,15.98
I0007856,O002672,P0167,1,12086.12,0.58
I0007857,O002672,P0444,5,3303.44,7.56
I0007858,O002673,P0148,5,9826.44,35.69
I0007859,O002673,P0235,5,3834.84,32.48
I0007860,O002673,P0059,1,125847.63,49.78
